,Hero,Entry,Move,Weapon,HP,Atk,Spd,Def,Res,Total,Link,Color,Version,Book,ReleaseDate
1009,Rhea: Aura of Love,Three Houses,Armored,Colorless Breath,46,48,17,46,50,207,https://feheroes.fandom.com/wiki/Rhea:_Aura_of_Love,Colorless,9.2,9,2025-02-07
1010,Rhea: Immaculate One,Three Houses,Armored,Colorless Breath,46,43,18,40,43,190,https://feheroes.fandom.com/wiki/Rhea:_Immaculate_One,Colorless,6.5,6,2022-05-10
1011,Rhea: Loving Matriarch,Three Houses,Infantry,Colorless Breath,40,44,16,42,46,188,https://feheroes.fandom.com/wiki/Rhea:_Loving_Matriarch,Colorless,7.4,7,2023-04-17
1012,Rhea: Witch of Creation,Three Houses,Infantry,Green Breath,40,43,18,39,42,182,https://feheroes.fandom.com/wiki/Rhea:_Witch_of_Creation,Green,5.1,5,2021-10-07
1013,Rhys: Gentle Basker,Radiant Dawn,Infantry,Colorless Staff,44,34,27,21,36,162,https://feheroes.fandom.com/wiki/Rhys:_Gentle_Basker,Colorless,4.6,4,2020-06-18
1014,Rickard: Carefree Culprit,Shadow Dragon / (New) Mystery,Flying,Red Sword,38,38,42,33,25,176,https://feheroes.fandom.com/wiki/Rickard:_Carefree_Culprit,Red,6.8,6,2022-08-09
1015,Ricken: Shepherd Novice,Awakening,Infantry,Green Tome,40,43,39,24,30,176,https://feheroes.fandom.com/wiki/Ricken:_Shepherd_Novice,Green,6.1,6,2022-10-17
1016,Riev: Blood Beryl,The Sacred Stones,Infantry,Blue Tome,43,39,25,23,40,170,https://feheroes.fandom.com/wiki/Riev:_Blood_Beryl,Blue,6.1,6,2022-01-08
1017,Rinea: Reminiscent Belle,Echoes,Infantry,Blue Tome,38,30,33,23,28,152,https://feheroes.fandom.com/wiki/Rinea:_Reminiscent_Belle,Blue,3.9,3,2019-09-10
1018,Rinkah: Consuming Flame,Fates,Infantry,Red Sword,40,37,41,44,25,187,https://feheroes.fandom.com/wiki/Rinkah:_Consuming_Flame,Red,6.9,6,2022-09-07
1019,Rinkah: Scion of Flame,Fates,Infantry,Green Axe,40,34,39,41,18,172,https://feheroes.fandom.com/wiki/Rinkah:_Scion_of_Flame,Green,4.4,4,2020-04-08
1020,Robin: Exalt's Deliverer,Awakening,Infantry,Red Sword,40,46,45,35,27,193,https://feheroes.fandom.com/wiki/Robin:_Exalt%27s_Deliverer,Red,7.8,7,2023-08-16
1021,Robin: Exalt's Other Half,Awakening,Infantry,Green Tome,40,45,30,31,31,177,https://feheroes.fandom.com/wiki/Robin:_Exalt%27s_Other_Half,Green,7.2,7,2023-02-28
1022,Robin: Exalt's Right Hand,Awakening,Infantry,Colorless Tome,40,45,47,30,26,188,https://feheroes.fandom.com/wiki/Robin:_Exalt%27s_Right_Hand,Colorless,8.8,8,2024-08-16
1023,Robin: Fall Reincarnation,Awakening,Armored,Colorless Breath,46,43,21,43,37,190,https://feheroes.fandom.com/wiki/Robin:_Fall_Reincarnation,Colorless,5.1,5,2021-10-07
1024,Robin: Fall Vessel,Awakening,Flying,Green Breath,40,40,17,37,38,172,https://feheroes.fandom.com/wiki/Robin:_Fall_Vessel,Green,4.1,4,2020-10-08
1025,Robin: Fated Vessel,Awakening,Infantry,Red Tome,40,46,45,36,16,183,https://feheroes.fandom.com/wiki/Robin:_Fated_Vessel,Red,8.4,8,2024-04-05
1026,Robin: Fell Reincarnation,Awakening,Armored,Green Breath,48,40,24,35,27,174,https://feheroes.fandom.com/wiki/Robin:_Fell_Reincarnation,Green,2.2,2,2018-02-22
1027,Robin: Fell Tactician,Awakening,Armored,Colorless Breath,43,41,44,35,33,196,https://feheroes.fandom.com/wiki/Robin:_Fell_Tactician,Colorless,6.1,6,2022-10-17
1028,Robin: Fell Vessel,Awakening,Flying,Colorless Breath,40,32,35,30,25,162,https://feheroes.fandom.com/wiki/Robin:_Fell_Vessel,Colorless,2.3,2,2018-03-29
1029,Robin: Festive Tactician,Awakening,Armored,Blue Lance,45,35,34,35,25,174,https://feheroes.fandom.com/wiki/Robin:_Festive_Tactician,Blue,2.0,2,2017-12-18
1030,Robin: High Deliverer,Awakening,Infantry,Blue Tome,40,29,29,29,22,149,https://feheroes.fandom.com/wiki/Robin:_High_Deliverer,Blue,1.0,1,2017-02-02
1031,Robin: Keen Groom,Awakening,Cavalry,Red Tome,40,46,35,23,24,168,https://feheroes.fandom.com/wiki/Robin:_Keen_Groom,Red,7.5,7,2023-05-19
1032,Robin: Mystery Tactician,Awakening,Infantry,Green Tome,40,29,29,29,22,149,https://feheroes.fandom.com/wiki/Robin:_Mystery_Tactician,Green,1.0,1,2017-02-23
1033,Robin: Seaside Tactician,Awakening,Infantry,Blue Lance,35,32,34,28,29,158,https://feheroes.fandom.com/wiki/Robin:_Seaside_Tactician,Blue,1.4,1,2017-06-30
1034,Robin: Tactful Deliverer,Awakening,Armored,Colorless Tome,42,41,16,39,42,180,https://feheroes.fandom.com/wiki/Robin:_Tactful_Deliverer,Colorless,6.2,6,2022-02-08
1035,Robin: Vessels of Fate,Awakening,Infantry,Blue Tome,40,45,46,30,22,183,https://feheroes.fandom.com/wiki/Robin:_Vessels_of_Fate,Blue,8.4,8,2024-04-05
1036,Roderick: Steady Squire,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,40,31,34,25,24,154,https://feheroes.fandom.com/wiki/Roderick:_Steady_Squire,Blue,1.4,1,2017-06-14
1037,Rolf: Tricky Archer,Path of Radiance,Cavalry,Colorless Bow,40,30,36,28,23,157,https://feheroes.fandom.com/wiki/Rolf:_Tricky_Archer,Colorless,3.1,3,2019-10-09
1038,Ronan: Villager of Iz,Thracia 776,Infantry,Blue Bow,38,34,40,17,42,171,https://feheroes.fandom.com/wiki/Ronan:_Villager_of_Iz,Blue,5.1,5,2021-01-08
1039,Rosado: Adorable Artist,Engage,Flying,Green Axe,40,43,46,44,16,189,https://feheroes.fandom.com/wiki/Rosado:_Adorable_Artist,Green,8.2,8,2024-02-19
1040,Roshea: Coyote's Faithful,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,41,38,35,38,21,173,https://feheroes.fandom.com/wiki/Roshea:_Coyote%27s_Faithful,Blue,5.1,5,2021-10-18
1041,Ross: His Father's Son,The Sacred Stones,Infantry,Green Axe,47,38,31,32,24,172,https://feheroes.fandom.com/wiki/Ross:_His_Father%27s_Son,Green,3.11,3,2019-11-07
1042,Roy: Blazing Bachelors,The Binding Blade,Cavalry,Green Axe,39,38,42,30,25,174,https://feheroes.fandom.com/wiki/Roy:_Blazing_Bachelors,Green,6.5,6,2022-05-20
1043,Roy: Blazing Lion,The Binding Blade,Infantry,Red Sword,39,34,38,32,26,169,https://feheroes.fandom.com/wiki/Roy:_Blazing_Lion,Red,3.2,3,2019-02-27
1044,Roy: Brave Lion,The Binding Blade,Cavalry,Red Sword,38,32,34,26,24,154,https://feheroes.fandom.com/wiki/Roy:_Brave_Lion,Red,1.6,1,2017-08-31
1045,Roy: Young Lion,The Binding Blade,Infantry,Red Sword,44,30,31,25,28,158,https://feheroes.fandom.com/wiki/Roy:_Young_Lion,Red,1.0,1,2017-02-02
1046,Roy: Youthful Gifts,The Binding Blade,Cavalry,Colorless Bow,34,35,19,27,30,145,https://feheroes.fandom.com/wiki/Roy:_Youthful_Gifts,Colorless,2.2,2,2018-02-09
1047,Rudolf: Emperor of Rigel,Echoes,Armored,Blue Lance,46,43,21,41,29,180,https://feheroes.fandom.com/wiki/Rudolf:_Emperor_of_Rigel,Blue,4.2,4,2020-02-06
1048,Rune: Source of Wisdom,Heroes,Infantry,Colorless Tome,37,47,35,21,48,188,https://feheroes.fandom.com/wiki/Rune:_Source_of_Wisdom,Colorless,9.0,9,2024-12-06
1049,Rutger: Lone Swordsman,The Binding Blade,Infantry,Red Sword,44,32,39,29,24,168,https://feheroes.fandom.com/wiki/Rutger:_Lone_Swordsman,Red,3.3,3,2019-03-11
1050,Ryoma: Dancing Samurai,Fates,Infantry,Blue Dagger,36,32,34,21,17,140,https://feheroes.fandom.com/wiki/Ryoma:_Dancing_Samurai,Blue,2.8,2,2018-08-10
1051,Ryoma: Peerless Samurai,Fates,Infantry,Red Sword,41,34,35,27,21,158,https://feheroes.fandom.com/wiki/Ryoma:_Peerless_Samurai,Red,1.0,1,2017-02-02
1052,Ryoma: Samurai at Ease,Fates,Flying,Blue Lance,40,35,36,28,23,162,https://feheroes.fandom.com/wiki/Ryoma:_Samurai_at_Ease,Blue,3.1,3,2019-01-23
1053,Ryoma: Supreme Samurai,Fates,Flying,Red Sword,41,34,39,28,20,162,https://feheroes.fandom.com/wiki/Ryoma:_Supreme_Samurai,Red,2.5,2,2018-05-30
1054,Ryoma: Warrior of Bonds,Fates,Infantry,Red Sword,40,47,48,36,33,204,https://feheroes.fandom.com/wiki/Ryoma:_Warrior_of_Bonds,Red,9.9,9,2025-09-16
1055,Saber: Driven Mercenary,Echoes,Infantry,Red Sword,40,31,33,32,22,158,https://feheroes.fandom.com/wiki/Saber:_Driven_Mercenary,Red,1.5,1,2017-07-13
1056,Saber: Dune Walker,Echoes,Infantry,Blue Lance,40,47,46,45,21,199,https://feheroes.fandom.com/wiki/Saber:_Dune_Walker,Blue,9.1,9,2025-01-17
1057,Safy: Font of Piety,Thracia 776,Infantry,Colorless Staff,38,47,31,21,46,183,https://feheroes.fandom.com/wiki/Safy:_Font_of_Piety,Colorless,8.1,8,2024-01-10
1058,Saias: Bishop of Flame,Thracia 776,Infantry,Blue Tome,36,33,30,18,34,151,https://feheroes.fandom.com/wiki/Saias:_Bishop_of_Flame,Blue,2.4,2,2018-04-17
1059,Sain: Green Lance,The Blazing Blade,Cavalry,Blue Lance,40,42,38,36,18,174,https://feheroes.fandom.com/wiki/Sain:_Green_Lance,Blue,6.6,6,2022-06-08
1060,Saizo: Angry Ninja,Fates,Infantry,Colorless Dagger,36,29,34,33,16,148,https://feheroes.fandom.com/wiki/Saizo:_Angry_Ninja,Colorless,1.0,1,2017-02-02
1061,Saizo: Hoshido's Flame,Fates,Infantry,Blue Lance,37,41,45,45,25,193,https://feheroes.fandom.com/wiki/Saizo:_Hoshido%27s_Flame,Blue,7.11,7,2023-11-07
1062,Sakura: Gentle Nekomata,Fates,Infantry,Colorless Dagger,33,32,34,14,34,147,https://feheroes.fandom.com/wiki/Sakura:_Gentle_Nekomata,Colorless,1.8,1,2017-10-30
1063,Sakura: Hot-Spring Healer,Fates,Flying,Colorless Staff,36,35,32,26,21,150,https://feheroes.fandom.com/wiki/Sakura:_Hot-Spring_Healer,Colorless,3.1,3,2019-01-23
1064,Sakura: In Full Bloom,Fates,Flying,Colorless Staff,39,48,47,23,27,184,https://feheroes.fandom.com/wiki/Sakura:_In_Full_Bloom,Colorless,9.2,9,2025-02-28
1065,Sakura: Loving Priestess,Fates,Infantry,Colorless Staff,36,28,30,24,30,148,https://feheroes.fandom.com/wiki/Sakura:_Loving_Priestess,Colorless,1.0,1,2017-02-02
1066,Saleh: Vernal Sage,The Sacred Stones,Cavalry,Green Axe,41,37,36,26,28,168,https://feheroes.fandom.com/wiki/Saleh:_Vernal_Sage,Green,5.3,5,2021-03-17
1067,Salem: Dark Sage,Thracia 776,Infantry,Red Tome,41,38,36,18,38,171,https://feheroes.fandom.com/wiki/Salem:_Dark_Sage,Red,6.3,6,2022-03-19
1068,Sanaki: Apostle in White,Path of Radiance,Flying,Green Tome,35,36,30,16,33,150,https://feheroes.fandom.com/wiki/Sanaki:_Apostle_in_White,Green,2.5,2,2018-05-21
1069,Sanaki: Begnion's Apostle,Radiant Dawn,Infantry,Red Tome,33,37,26,17,34,147,https://feheroes.fandom.com/wiki/Sanaki:_Begnion%27s_Apostle,Red,1.0,1,2017-02-27
1070,Sanaki: Dawnsworn Ninja,Radiant Dawn,Cavalry,Red Tome,40,47,24,16,47,174,https://feheroes.fandom.com/wiki/Sanaki:_Dawnsworn_Ninja,Red,7.11,7,2023-11-07
1071,Sara: Lady of Loptr,Thracia 776,Infantry,Colorless Staff,35,40,37,16,37,165,https://feheroes.fandom.com/wiki/Sara:_Lady_of_Loptr,Colorless,5.1,5,2021-01-08
1072,Saul: Loving Shepherd,The Binding Blade,Infantry,Colorless Staff,37,40,44,16,40,177,https://feheroes.fandom.com/wiki/Saul:_Loving_Shepherd,Colorless,7.6,7,2023-06-08
1073,Saul: Minister of Love,The Binding Blade,Cavalry,Colorless Staff,37,33,37,16,35,158,https://feheroes.fandom.com/wiki/Saul:_Minister_of_Love,Colorless,5.5,5,2021-05-20
1074,Say'ri: Chon'sin's Blade,Awakening,Infantry,Red Sword,40,35,40,23,34,172,https://feheroes.fandom.com/wiki/Say%27ri:_Chon%27sin%27s_Blade,Red,4.6,4,2020-06-05
1075,Say'ri: Righteous Bride,Awakening,Flying,Blue Lance,40,44,46,28,26,184,https://feheroes.fandom.com/wiki/Say%27ri:_Righteous_Bride,Blue,7.5,7,2023-05-19
1076,Scarlet: Rebellious Streak,Fates,Flying,Green Axe,40,48,46,45,21,200,https://feheroes.fandom.com/wiki/Scarlet:_Rebellious_Streak,Green,9.9,9,2025-09-16
1077,Scáthach: Astra's Wake,Genealogy of the Holy War,Infantry,Red Sword,43,42,30,43,24,182,https://feheroes.fandom.com/wiki/Sc%C3%A1thach:_Astra%27s_Wake,Red,6.4,6,2022-04-18
1078,Seadall: Misfortune-Teller,Engage,Infantry,Red Tome,40,40,46,21,25,172,https://feheroes.fandom.com/wiki/Seadall:_Misfortune-Teller,Red,7.1,7,2023-10-05
1079,Sedgar: Coyote's Dutiful,Shadow Dragon / (New) Mystery,Cavalry,Green Bow,41,36,39,27,24,167,https://feheroes.fandom.com/wiki/Sedgar:_Coyote%27s_Dutiful,Green,5.1,5,2021-10-19
1080,Seiðr: Goddess of Hope,Heroes,Cavalry,Green Tome,39,43,30,17,40,169,https://feheroes.fandom.com/wiki/Sei%C3%B0r:_Goddess_of_Hope,Green,7.0,7,2022-12-07
1081,Seiðr: Time's Goddesses,Heroes,Flying,Blue Tome,40,47,29,17,46,179,https://feheroes.fandom.com/wiki/Sei%C3%B0r:_Time%27s_Goddesses,Blue,8.0,8,2024-01-01
1082,Seiros: Saint of Legend,Three Houses,Infantry,Blue Breath,40,42,18,37,40,177,https://feheroes.fandom.com/wiki/Seiros:_Saint_of_Legend,Blue,5.1,5,2021-01-28
1083,Selena: Admiring General,The Sacred Stones,Cavalry,Red Tome,40,45,46,20,22,173,https://feheroes.fandom.com/wiki/Selena:_Admiring_General,Red,8.2,8,2024-02-07
1084,Selena: Cutting Wit,Fates,Infantry,Red Sword,37,25,35,32,28,157,https://feheroes.fandom.com/wiki/Selena:_Cutting_Wit,Red,1.0,1,2017-02-02
1085,Selena: Fluorspar,The Sacred Stones,Cavalry,Blue Tome,40,39,39,16,23,157,https://feheroes.fandom.com/wiki/Selena:_Fluorspar,Blue,5.0,5,2020-12-08
1086,Selena: Sandbar Fluorspar,The Sacred Stones,Cavalry,Green Tome,36,37,37,17,23,150,https://feheroes.fandom.com/wiki/Selena:_Sandbar_Fluorspar,Green,4.6,4,2020-06-18
1087,Seliph: Enduring Legacy,Genealogy of the Holy War,Cavalry,Red Sword,40,43,41,37,18,179,https://feheroes.fandom.com/wiki/Seliph:_Enduring_Legacy,Red,6.8,6,2022-08-17
1088,Seliph: Heir of Light,Genealogy of the Holy War,Infantry,Red Sword,47,34,24,30,22,157,https://feheroes.fandom.com/wiki/Seliph:_Heir_of_Light,Red,1.0,1,2017-02-15
1089,Seliph: Light's Legacy,Genealogy of the Holy War,Cavalry,Green Axe,41,48,47,37,17,190,https://feheroes.fandom.com/wiki/Seliph:_Light%27s_Legacy,Green,9.5,9,2025-05-16
1090,Seliph: Scion of Light,Genealogy of the Holy War,Cavalry,Red Sword,41,41,17,37,26,162,https://feheroes.fandom.com/wiki/Seliph:_Scion_of_Light,Red,4.6,4,2020-06-30
1091,Selkie: Free Spirit,Fates,Cavalry,Blue Beast,35,29,38,19,35,156,https://feheroes.fandom.com/wiki/Selkie:_Free_Spirit,Blue,3.2,3,2019-02-20
1092,Selkie: New Year's Spirit,Fates,Cavalry,Colorless Beast,35,31,39,16,40,161,https://feheroes.fandom.com/wiki/Selkie:_New_Year%27s_Spirit,Colorless,4.0,4,2020-01-01
1093,Sephiran: Hoary Sovereign,Path of Radiance,Armored,Colorless Staff,43,42,21,29,40,175,https://feheroes.fandom.com/wiki/Sephiran:_Hoary_Sovereign,Colorless,5.0,5,2020-12-17
1094,Serra: Outspoken Cleric,The Blazing Blade,Infantry,Colorless Staff,33,30,31,21,33,148,https://feheroes.fandom.com/wiki/Serra:_Outspoken_Cleric,Colorless,1.0,1,2017-02-02
1095,Seteth: Seiros Adherent,Three Houses,Flying,Blue Lance,44,36,36,32,24,172,https://feheroes.fandom.com/wiki/Seteth:_Seiros_Adherent,Blue,4.1,4,2020-10-19
1096,Seth: Silver Knight,The Sacred Stones,Cavalry,Red Sword,37,32,31,32,22,154,https://feheroes.fandom.com/wiki/Seth:_Silver_Knight,Red,1.6,1,2017-08-15
1097,Seth: Silver-Sea Knight,The Sacred Stones,Cavalry,Green Axe,40,40,38,31,24,173,https://feheroes.fandom.com/wiki/Seth:_Silver-Sea_Knight,Green,6.7,6,2022-07-07
1098,Setsuna: Absent Archer,Fates,Infantry,Colorless Bow,37,28,37,22,23,147,https://feheroes.fandom.com/wiki/Setsuna:_Absent_Archer,Colorless,1.0,1,2017-02-02
1099,Severa: Bitter Blossom,Awakening,Cavalry,Red Tome,39,37,40,24,17,157,https://feheroes.fandom.com/wiki/Severa:_Bitter_Blossom,Red,5.3,5,2021-03-17
1100,Severa: Secret Dreamer,Awakening,Infantry,Red Sword,42,43,47,37,24,193,https://feheroes.fandom.com/wiki/Severa:_Secret_Dreamer,Red,8.0,8,2023-12-07
1101,Shamir: Archer Apart,Three Houses,Infantry,Green Bow,41,40,40,25,24,170,https://feheroes.fandom.com/wiki/Shamir:_Archer_Apart,Green,4.1,4,2020-10-19
1102,Shamir: Heartbeats United,Three Houses,Cavalry,Blue Bow,40,43,46,25,20,174,https://feheroes.fandom.com/wiki/Shamir:_Heartbeats_United,Blue,7.6,7,2023-06-19
1103,Shamir: Lone-Moon Ninja,Three Houses,Infantry,Green Axe,42,37,40,31,32,182,https://feheroes.fandom.com/wiki/Shamir:_Lone-Moon_Ninja,Green,5.11,5,2021-11-05
1104,Shanna: Bridal Novice,The Binding Blade,Flying,Red Bow,37,38,42,23,27,167,https://feheroes.fandom.com/wiki/Shanna:_Bridal_Novice,Red,5.5,5,2021-05-20
1105,Shanna: Sprightly Flier,The Binding Blade,Flying,Blue Lance,39,30,35,25,29,158,https://feheroes.fandom.com/wiki/Shanna:_Sprightly_Flier,Blue,1.0,1,2017-02-02
1106,Shannan: Wielder of Astra,Genealogy of the Holy War,Infantry,Red Sword,43,38,36,37,18,172,https://feheroes.fandom.com/wiki/Shannan:_Wielder_of_Astra,Red,4.1,4,2020-01-09
1107,Sharena: Hopeful Princess,Heroes,Cavalry,Green Tome,40,46,49,28,22,185,https://feheroes.fandom.com/wiki/Sharena:_Hopeful_Princess,Green,9.8,9,2025-08-15
1108,Sharena: Pillars of Peace,Heroes,Cavalry,Blue Lance,40,44,47,32,21,184,https://feheroes.fandom.com/wiki/Sharena:_Pillars_of_Peace,Blue,8.5,8,2024-05-20
1109,Sharena: Princess of Askr,Heroes,Infantry,Blue Lance,43,32,32,29,22,158,https://feheroes.fandom.com/wiki/Sharena:_Princess_of_Askr,Blue,1.0,1,2017-02-02
1110,Sharena: Spring Princess,Heroes,Infantry,Green Tome,37,32,36,16,30,151,https://feheroes.fandom.com/wiki/Sharena:_Spring_Princess,Green,2.3,2,2018-03-22
1111,Sheena: Princess of Gra,Shadow Dragon / (New) Mystery,Armored,Green Axe,45,30,25,36,33,169,https://feheroes.fandom.com/wiki/Sheena:_Princess_of_Gra,Green,1.0,1,2017-02-02
1112,Shez: Dual Sword Master,Three Houses,Infantry,Red Dagger,41,47,47,32,27,194,https://feheroes.fandom.com/wiki/Shez:_Dual_Sword_Master,Red,8.8,8,2024-08-30
1113,Shez: Keen Mercenary,Three Houses,Infantry,Green Axe,38,41,42,32,34,187,https://feheroes.fandom.com/wiki/Shez:_Keen_Mercenary,Green,6.9,6,2022-09-16
1114,Shez: Mercenary Shade,Three Houses,Flying,Blue Lance,41,44,44,31,23,183,https://feheroes.fandom.com/wiki/Shez:_Mercenary_Shade,Blue,7.6,7,2023-06-19
1115,Shez: Mercenary Shine,Three Houses,Cavalry,Red Sword,40,46,45,30,18,179,https://feheroes.fandom.com/wiki/Shez:_Mercenary_Shine,Red,7.6,7,2023-06-19
1116,Shez: Rising Mercenary,Three Houses,Infantry,Red Sword,40,43,41,37,26,187,https://feheroes.fandom.com/wiki/Shez:_Rising_Mercenary,Red,6.9,6,2022-09-16
1117,Shez: Sharpest Blades,Three Houses,Infantry,Blue Dagger,40,43,44,31,25,183,https://feheroes.fandom.com/wiki/Shez:_Sharpest_Blades,Blue,7.0,7,2022-12-23
1118,Shez: Snowfield Envoy,Three Houses,Cavalry,Green Dagger,40,45,48,30,22,185,https://feheroes.fandom.com/wiki/Shez:_Snowfield_Envoy,Green,9.0,9,2024-12-13
1119,Shigure: Dark Sky Singer,Fates,Infantry,Blue Tome,34,31,29,21,24,139,https://feheroes.fandom.com/wiki/Shigure:_Dark_Sky_Singer,Blue,1.7,1,2017-09-29
1120,Shigure: Uplifting Artist,Fates,Flying,Blue Lance,40,33,37,27,25,162,https://feheroes.fandom.com/wiki/Shigure:_Uplifting_Artist,Blue,2.4,2,2018-04-24
1121,Shinon: Scathing Archer,Path of Radiance,Infantry,Colorless Bow,40,38,42,27,24,171,https://feheroes.fandom.com/wiki/Shinon:_Scathing_Archer,Colorless,4.9,4,2020-09-18
1122,Shinon: Sharptongue Ninja,Radiant Dawn,Infantry,Red Bow,40,40,43,28,26,177,https://feheroes.fandom.com/wiki/Shinon:_Sharptongue_Ninja,Red,5.11,5,2021-11-05
1123,Shiro: Raw Talent,Fates,Infantry,Blue Lance,41,35,30,35,22,163,https://feheroes.fandom.com/wiki/Shiro:_Raw_Talent,Blue,2.0,2,2017-12-04
1124,Shura: Righteous Rebel,Fates,Infantry,Green Bow,40,45,48,19,47,199,https://feheroes.fandom.com/wiki/Shura:_Righteous_Rebel,Green,9.9,9,2025-09-16
1125,Siegbert: Future King,Fates,Cavalry,Red Sword,41,34,35,31,16,157,https://feheroes.fandom.com/wiki/Siegbert:_Future_King,Red,2.0,2,2017-12-04
1126,Sigrun: Loyal Protector,Path of Radiance,Flying,Blue Lance,37,32,36,28,34,167,https://feheroes.fandom.com/wiki/Sigrun:_Loyal_Protector,Blue,3.8,3,2019-08-17
1127,Sigrun: Steadfast Bride,Path of Radiance,Flying,Red Sword,35,31,38,27,31,162,https://feheroes.fandom.com/wiki/Sigrun:_Steadfast_Bride,Red,3.5,3,2019-05-21
1128,Sigurd: Destined Duo,Genealogy of the Holy War,Cavalry,Red Tome,38,38,18,16,37,147,https://feheroes.fandom.com/wiki/Sigurd:_Destined_Duo,Red,4.9,4,2020-09-08
1129,Sigurd: Fated Holy Knight,Genealogy of the Holy War,Cavalry,Red Sword,41,41,23,37,26,168,https://feheroes.fandom.com/wiki/Sigurd:_Fated_Holy_Knight,Red,5.4,5,2021-04-28
1130,Sigurd: Holy Knight,Genealogy of the Holy War,Cavalry,Red Sword,41,35,32,34,17,159,https://feheroes.fandom.com/wiki/Sigurd:_Holy_Knight,Red,1.8,1,2017-10-16
1131,Sigurd: Of the Holy War,Genealogy of the Holy War,Cavalry,Blue Lance,41,48,37,47,17,190,https://feheroes.fandom.com/wiki/Sigurd:_Of_the_Holy_War,Blue,8.9,8,2024-09-27
1132,Sigurd: Proper Pourer,Genealogy of the Holy War,Cavalry,Blue Tome,40,46,31,35,16,168,https://feheroes.fandom.com/wiki/Sigurd:_Proper_Pourer,Blue,7.8,7,2023-08-08
1133,Silas: Loyal Knight,Fates,Cavalry,Blue Lance,40,35,24,36,21,156,https://feheroes.fandom.com/wiki/Silas:_Loyal_Knight,Blue,2.9,2,2018-09-14
1134,Silque: Adherent of Mila,Echoes,Infantry,Colorless Staff,39,33,23,35,31,161,https://feheroes.fandom.com/wiki/Silque:_Adherent_of_Mila,Colorless,3.1,3,2019-10-21
1135,Silque: Selfless Cleric,Echoes,Cavalry,Colorless Staff,40,28,22,32,29,151,https://feheroes.fandom.com/wiki/Silque:_Selfless_Cleric,Colorless,4.2,4,2020-02-06
1136,Silvia: Traveling Dancer,Genealogy of the Holy War,Infantry,Red Sword,40,27,36,17,30,150,https://feheroes.fandom.com/wiki/Silvia:_Traveling_Dancer,Red,2.9,2,2018-09-07
1137,Sirius: Mysterious Knight,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,40,34,37,35,16,162,https://feheroes.fandom.com/wiki/Sirius:_Mysterious_Knight,Blue,3.9,3,2019-09-19
1138,Skrimir: Echoing Howl,Radiant Dawn,Armored,Green Beast,52,48,21,49,41,211,https://feheroes.fandom.com/wiki/Skrimir:_Echoing_Howl,Green,9.1,9,2025-10-07
1139,Soleil: Adorable Adorer,Fates,Infantry,Red Sword,37,38,35,28,24,162,https://feheroes.fandom.com/wiki/Soleil:_Adorable_Adorer,Red,2.0,2,2017-12-04
1140,Solon: Church Shadow,Three Houses,Infantry,Red Tome,45,38,20,24,38,165,https://feheroes.fandom.com/wiki/Solon:_Church_Shadow,Red,5.3,5,2021-03-06
1141,Sonia: Inhuman Beauty,The Blazing Blade,Infantry,Blue Tome,40,35,24,32,35,166,https://feheroes.fandom.com/wiki/Sonia:_Inhuman_Beauty,Blue,5.4,5,2021-04-07
1142,Sonya: Beautiful Mage,Echoes,Infantry,Green Tome,38,47,32,20,45,182,https://feheroes.fandom.com/wiki/Sonya:_Beautiful_Mage,Green,7.1,7,2023-10-16
1143,Sonya: Dazzling Rabbits,Echoes,Flying,Green Tome,40,42,41,23,20,166,https://feheroes.fandom.com/wiki/Sonya:_Dazzling_Rabbits,Green,6.3,6,2022-03-08
1144,Sonya: Vengeful Mage,Echoes,Infantry,Green Tome,36,33,31,15,32,147,https://feheroes.fandom.com/wiki/Sonya:_Vengeful_Mage,Green,1.5,1,2017-07-13
1145,Sophia: Cobweb Prophet,The Binding Blade,Flying,Blue Tome,37,38,23,27,42,167,https://feheroes.fandom.com/wiki/Sophia:_Cobweb_Prophet,Blue,5.1,5,2021-10-07
1146,Sophia: Nabata Prophet,The Binding Blade,Infantry,Red Tome,40,33,19,28,29,149,https://feheroes.fandom.com/wiki/Sophia:_Nabata_Prophet,Red,1.0,1,2017-02-02
1147,Sophia: Prescient Bride,The Binding Blade,Flying,Red Tome,38,40,19,36,34,167,https://feheroes.fandom.com/wiki/Sophia:_Prescient_Bride,Red,6.5,6,2022-05-20
1148,Soren: Addled Strategist,Path of Radiance,Cavalry,Blue Tome,37,35,33,14,25,144,https://feheroes.fandom.com/wiki/Soren:_Addled_Strategist,Blue,3.2,3,2019-02-08
1149,Soren: Hushed Voice,Path of Radiance,Infantry,Colorless Tome,36,42,34,16,43,171,https://feheroes.fandom.com/wiki/Soren:_Hushed_Voice,Colorless,6.4,6,2022-04-07
1150,Soren: Radiant Confidant,Radiant Dawn,Infantry,Green Tome,40,45,34,16,47,182,https://feheroes.fandom.com/wiki/Soren:_Radiant_Confidant,Green,7.8,7,2023-08-16
1151,Soren: Shrewd Strategist,Path of Radiance,Infantry,Green Tome,36,33,33,17,29,148,https://feheroes.fandom.com/wiki/Soren:_Shrewd_Strategist,Green,1.2,1,2017-04-26
