,hero,entry,move,weapon,hp,atk,spd,def,res,total,color,weapon-type,regular_5,chosen,harmonized,duo,ghb,special,mythic,regular_4_3_2_1,tempest,story,attuned,aided,emblem,specialRate,rearmed,entwined,legendary
1133,Seiðr: Candlelit Hope,Heroes,Cavalry,Green Tome,38,48,30,20,49,185,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1134,Seiðr: Goddess of Hope,Heroes,Cavalry,Green Tome,39,43,30,17,40,169,Green,Tome,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1135,Seiðr: Time's Goddesses,Heroes,Flying,Blue Tome,40,47,29,17,46,179,Blue,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1136,Seiros: Saint of Legend,Three Houses,Infantry,Blue Breath,40,42,18,37,40,177,Blue,Breath,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1137,Selena: Admiring General,The Sacred Stones,Cavalry,Red Tome,40,45,46,20,22,173,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1138,Selena: Cutting Wit,Fates,Infantry,Red Sword,37,25,35,32,28,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1139,Selena: Fluorspar,The Sacred Stones,Cavalry,Blue Tome,40,39,39,16,23,157,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1140,Selena: Sandbar Fluorspar,The Sacred Stones,Cavalry,Green Tome,36,37,37,17,23,150,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1141,Seliph: Enduring Legacy,Genealogy of the Holy War,Cavalry,Red Sword,40,43,41,37,18,179,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1142,Seliph: Heir of Light,Genealogy of the Holy War,Infantry,Red Sword,47,34,24,30,22,157,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1143,Seliph: Light's Legacy,Genealogy of the Holy War,Cavalry,Green Axe,41,48,47,37,17,190,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1144,Seliph: Scion of Light,Genealogy of the Holy War,Cavalry,Red Sword,41,41,17,37,26,162,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1145,Selkie: Free Spirit,Fates,Cavalry,Blue Beast,35,29,38,19,35,156,Blue,Beast,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1146,Selkie: New Year's Spirit,Fates,Cavalry,Colorless Beast,35,31,39,16,40,161,Colorless,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1147,Sephiran: Hoary Sovereign,Path of Radiance,Armored,Colorless Staff,43,42,21,29,40,175,Colorless,Staff,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1148,Serra: Outspoken Cleric,The Blazing Blade,Infantry,Colorless Staff,33,30,31,21,33,148,Colorless,Staff,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1149,Seteth: Seiros Adherent,Three Houses,Flying,Blue Lance,44,36,36,32,24,172,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1150,Seth: Silver Knight,The Sacred Stones,Cavalry,Red Sword,37,32,31,32,22,154,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1151,Seth: Silver-Sea Knight,The Sacred Stones,Cavalry,Green Axe,40,40,38,31,24,173,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1152,Setsuna: Absent Archer,Fates,Infantry,Colorless Bow,37,28,37,22,23,147,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1153,Severa: Bitter Blossom,Awakening,Cavalry,Red Tome,39,37,40,24,17,157,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1154,Severa: Secret Dreamer,Awakening,Infantry,Red Sword,42,43,47,37,24,193,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1155,Shamir: Archer Apart,Three Houses,Infantry,Green Bow,41,40,40,25,24,170,Green,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1156,Shamir: Heartbeats United,Three Houses,Cavalry,Blue Bow,40,43,46,25,20,174,Blue,Bow,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1157,Shamir: Lone-Moon Ninja,Three Houses,Infantry,Green Axe,42,37,40,31,32,182,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1158,Shanna: Bridal Novice,The Binding Blade,Flying,Red Bow,37,38,42,23,27,167,Red,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1159,Shanna: Sprightly Flier,The Binding Blade,Flying,Blue Lance,39,30,35,25,29,158,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1160,Shannan: Wielder of Astra,Genealogy of the Holy War,Infantry,Red Sword,43,38,36,37,18,172,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1161,Sharena: Borrowed Divinity,Heroes,Cavalry,Blue Lance,40,48,49,35,23,195,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1162,Sharena: Hopeful Princess,Heroes,Cavalry,Green Tome,40,46,49,28,22,185,Green,Tome,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1163,Sharena: Pillars of Peace,Heroes,Cavalry,Blue Lance,40,44,47,32,21,184,Blue,Lance,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1164,Sharena: Princess of Askr,Heroes,Infantry,Blue Lance,43,32,32,29,22,158,Blue,Lance,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1165,Sharena: Spring Princess,Heroes,Infantry,Green Tome,37,32,36,16,30,151,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1166,Sheena: Princess of Gra,Shadow Dragon / (New) Mystery,Armored,Green Axe,45,30,25,36,33,169,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1167,Shez: Covert Mercenary,Three Houses,Infantry,Blue Dagger,40,46,49,38,25,198,Blue,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1168,Shez: Dual Sword Master,Three Houses,Infantry,Red Dagger,41,47,47,32,27,194,Red,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1169,Shez: Keen Mercenary,Three Houses,Infantry,Green Axe,38,41,42,32,34,187,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1170,Shez: Mercenary Shade,Three Houses,Flying,Blue Lance,41,44,44,31,23,183,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1171,Shez: Mercenary Shine,Three Houses,Cavalry,Red Sword,40,46,45,30,18,179,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1172,Shez: Ninja Mercenary,Three Houses,Infantry,Green Axe,40,48,48,44,24,204,Green,Axe,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1173,Shez: Rising Mercenary,Three Houses,Infantry,Red Sword,40,43,41,37,26,187,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1174,Shez: Sharpest Blades,Three Houses,Infantry,Blue Dagger,40,43,44,31,25,183,Blue,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1175,Shez: Snowfield Envoy,Three Houses,Cavalry,Green Dagger,40,45,48,30,22,185,Green,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1176,Shigure: Dark Sky Singer,Fates,Infantry,Blue Tome,34,31,29,21,24,139,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1177,Shigure: Uplifting Artist,Fates,Flying,Blue Lance,40,33,37,27,25,162,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1178,Shinon: Scathing Archer,Path of Radiance,Infantry,Colorless Bow,40,38,42,27,24,171,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1179,Shinon: Sharptongue Ninja,Radiant Dawn,Infantry,Red Bow,40,40,43,28,26,177,Red,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1180,Shiro: Raw Talent,Fates,Infantry,Blue Lance,41,35,30,35,22,163,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1181,Shura: Righteous Rebel,Fates,Infantry,Green Bow,40,45,48,19,47,199,Green,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1182,Siegbert: Future King,Fates,Cavalry,Red Sword,41,34,35,31,16,157,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1183,Sigrun: Loyal Protector,Path of Radiance,Flying,Blue Lance,37,32,36,28,34,167,Blue,Lance,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1184,Sigrun: Steadfast Bride,Path of Radiance,Flying,Red Sword,35,31,38,27,31,162,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1185,Sigurd: Destined Duo,Genealogy of the Holy War,Cavalry,Red Tome,38,38,18,16,37,147,Red,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1186,Sigurd: Fated Holy Knight,Genealogy of the Holy War,Cavalry,Red Sword,41,41,23,37,26,168,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1187,Sigurd: Holy Knight,Genealogy of the Holy War,Cavalry,Red Sword,41,35,32,34,17,159,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1188,Sigurd: Honorable Nobles,Genealogy of the Holy War,Cavalry,Red Sword,41,49,41,49,16,196,Red,Sword,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1189,Sigurd: Of the Holy War,Genealogy of the Holy War,Cavalry,Blue Lance,41,48,37,47,17,190,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1190,Sigurd: Proper Pourer,Genealogy of the Holy War,Cavalry,Blue Tome,40,46,31,35,16,168,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1191,Silas: Loyal Knight,Fates,Cavalry,Blue Lance,40,35,24,36,21,156,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1192,Silque: Adherent of Mila,Echoes,Infantry,Colorless Staff,39,33,23,35,31,161,Colorless,Staff,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1193,Silque: Selfless Cleric,Echoes,Cavalry,Colorless Staff,40,28,22,32,29,151,Colorless,Staff,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1194,Silvia: Traveling Dancer,Genealogy of the Holy War,Infantry,Red Sword,40,27,36,17,30,150,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1195,Sirius: Mysterious Knight,Shadow Dragon / (New) Mystery,Cavalry,Blue Lance,40,34,37,35,16,162,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1196,Skrimir: Echoing Howl,Radiant Dawn,Armored,Green Beast,52,48,21,49,41,211,Green,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1197,Soleil: Adorable Adorer,Fates,Infantry,Red Sword,37,38,35,28,24,162,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1198,Solon: Church Shadow,Three Houses,Infantry,Red Tome,45,38,20,24,38,165,Red,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1199,Sonia: Inhuman Beauty,The Blazing Blade,Infantry,Blue Tome,40,35,24,32,35,166,Blue,Tome,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1200,Sonya: Beautiful Mage,Echoes,Infantry,Green Tome,38,47,32,20,45,182,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1201,Sonya: Dazzling Rabbits,Echoes,Flying,Green Tome,40,42,41,23,20,166,Green,Tome,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1202,Sonya: Vengeful Mage,Echoes,Infantry,Green Tome,36,33,31,15,32,147,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1203,Sophia: Cobweb Prophet,The Binding Blade,Flying,Blue Tome,37,38,23,27,42,167,Blue,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1204,Sophia: Nabata Prophet,The Binding Blade,Infantry,Red Tome,40,33,19,28,29,149,Red,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1205,Sophia: Prescient Bride,The Binding Blade,Flying,Red Tome,38,40,19,36,34,167,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1206,Soren: Addled Strategist,Path of Radiance,Cavalry,Blue Tome,37,35,33,14,25,144,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1207,Soren: Hushed Voice,Path of Radiance,Infantry,Colorless Tome,36,42,34,16,43,171,Colorless,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1208,Soren: Isolated Strategist,Path of Radiance,Infantry,Blue Tome,40,48,38,18,49,193,Blue,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1209,Soren: Radiant Confidant,Radiant Dawn,Infantry,Green Tome,40,45,34,16,47,182,Green,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1210,Soren: Shrewd Strategist,Path of Radiance,Infantry,Green Tome,36,33,33,17,29,148,Green,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1211,Soren: Wind of Tradition,Radiant Dawn,Infantry,Blue Tome,38,43,34,18,45,178,Blue,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1212,Sothe: Dawning Zephyr,Radiant Dawn,Infantry,Colorless Dagger,43,43,47,30,25,188,Colorless,Dagger,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1213,Sothe: In the Breeze,Radiant Dawn,Infantry,Colorless Dagger,42,45,49,34,29,199,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1214,Sothe: Rushing Dawn,Radiant Dawn,Flying,Green Dagger,41,39,41,28,23,172,Green,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1215,Sothe: Zephyr,Radiant Dawn,Infantry,Colorless Dagger,39,36,33,22,21,151,Colorless,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1216,Sothis: Bound-Spirit Duo,Three Houses,Flying,Blue Breath,40,36,42,31,34,183,Blue,Breath,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1217,Sothis: Girl on the Throne,Three Houses,Infantry,Red Breath,41,34,39,32,27,173,Red,Breath,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1218,Sothis: Silver Specter,Three Houses,Armored,Green Breath,44,35,41,30,35,185,Green,Breath,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1219,Stahl: Viridian Knight,Awakening,Cavalry,Red Sword,45,31,26,30,22,154,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1220,Stefan: No-Man's-Blade,Path of Radiance,Infantry,Red Sword,41,46,49,37,31,204,Red,Sword,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1221,Subaki: Perfect Expert,Fates,Flying,Blue Lance,40,25,35,35,22,157,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1222,Sue: Doe of the Plains,The Binding Blade,Cavalry,Green Bow,36,32,38,23,20,149,Green,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1223,Sully: Crimson Knight,Awakening,Cavalry,Blue Lance,42,26,34,24,28,154,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1224,Sumia: Maid of Flowers,Awakening,Flying,Blue Lance,39,30,39,29,25,162,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1225,Surtr: Pirate of Red Sky,Heroes,Armored,Blue Lance,45,45,16,44,36,186,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1226,Surtr: Ruler of Flame,Heroes,Armored,Green Axe,50,39,17,40,33,179,Green,Axe,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1227,Sylvain: Consummate Flirt,Three Houses,Cavalry,Green Axe,40,44,35,37,23,179,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1228,Sylvain: Hanging with Tens,Three Houses,Cavalry,Green Tome,42,32,35,27,16,152,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1229,Sylvain: Spring Flingster,Three Houses,Cavalry,Blue Lance,40,47,45,32,21,185,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1230,Syrene: Graceful Rider,The Sacred Stones,Flying,Red Sword,37,39,45,21,41,183,Red,Sword,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1231,Tailtiu: Teatime Mingler,Genealogy of the Holy War,Infantry,Green Tome,39,42,44,21,31,177,Green,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1232,Tailtiu: Thunder Noble,Genealogy of the Holy War,Infantry,Blue Tome,39,32,35,17,25,148,Blue,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1233,Takumi: Empty Vessel,Fates,Infantry,Colorless Bow,37,31,34,25,24,151,Colorless,Bow,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1234,Takumi: Prince at Play,Fates,Flying,Colorless Bow,40,35,35,21,19,150,Colorless,Bow,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1235,Takumi: Prince of Soup,Fates,Infantry,Colorless Dagger,40,34,34,17,27,152,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1236,Takumi: Troubled Heart,Fates,Armored,Blue Tome,40,40,46,28,31,185,Blue,Tome,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1237,Takumi: Wild Card,Fates,Infantry,Colorless Bow,40,32,33,25,18,148,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1238,Takumi: Wishful Spark,Fates,Cavalry,Colorless Bow,40,42,46,28,23,179,Colorless,Bow,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1239,Tana: Frelian Starlight,The Sacred Stones,Flying,Blue Lance,40,39,41,29,23,172,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1240,Tana: Noble and Nimble,The Sacred Stones,Flying,Red Tome,35,33,36,20,25,149,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1241,Tana: Soaring New Year,The Sacred Stones,Flying,Red Sword,40,45,47,37,25,194,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1242,Tana: Soaring Princess,The Sacred Stones,Flying,Colorless Bow,40,45,47,22,23,177,Colorless,Bow,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1243,Tana: Soothing Warmth,Heroes,Flying,Green Dagger,39,39,42,26,32,178,Green,Dagger,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1244,Tana: Winged Princess,The Sacred Stones,Flying,Blue Lance,36,34,36,25,25,156,Blue,Lance,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1245,Tanith: Bright Blade,Path of Radiance,Flying,Red Sword,41,36,40,32,28,177,Red,Sword,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1246,Tanith: Forthright Heart,Path of Radiance,Flying,Blue Lance,37,34,36,33,21,161,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1247,Tanya: Dagdar's Kid,Thracia 776,Infantry,Colorless Bow,41,30,37,25,28,161,Colorless,Bow,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1248,Tatiana: Devoted Saint,Echoes,Infantry,Blue Tome,40,37,34,15,39,165,Blue,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1249,Tethys: Beloved Dancer,The Sacred Stones,Infantry,Colorless Dagger,38,27,35,23,34,157,Colorless,Dagger,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1250,Tethys: Dancing Sands,The Sacred Stones,Flying,Colorless Dagger,37,31,47,21,42,178,Colorless,Dagger,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1251,"Tharja: ""Normal Girl""",Awakening,Armored,Red Tome,43,34,18,34,36,165,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1252,Tharja: Beach Dark Mage,Awakening,Cavalry,Blue Tome,40,45,44,19,20,168,Blue,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1253,Tharja: Dark Shadow,Awakening,Infantry,Red Tome,39,32,34,23,20,148,Red,Tome,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1254,Tharja: Florid Charmer,Awakening,Flying,Green Tome,40,39,41,19,22,161,Green,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1255,Tharja: Gloomy Mage,Awakening,Flying,Green Tome,35,44,47,16,42,184,Green,Tome,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1256,Tharja: Obsessive Bride,Awakening,Infantry,Red Tome,39,35,35,21,21,151,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1257,Tharja: Shadow Ninja,Awakening,Cavalry,Red Tome,45,46,47,20,21,179,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1258,Thea: Stormy Flier,The Binding Blade,Flying,Blue Lance,37,31,35,31,28,162,Blue,Lance,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1259,Thea: Wings of Winter,The Binding Blade,Flying,Red Sword,39,43,47,27,39,195,Red,Sword,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1260,Thórr: Spring War God,Heroes,Flying,Blue Lance,45,49,16,49,40,199,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1261,Thórr: Sun-Kissed Gods,Heroes,Flying,Blue Tome,40,43,16,30,38,167,Blue,Tome,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1262,Thórr: War God,Heroes,Flying,Green Axe,40,44,19,41,34,178,Green,Axe,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1263,Thrasir: Omnicidal Witch,Heroes,Infantry,Green Tome,40,33,39,23,27,162,Green,Tome,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1264,Tibarn: Lord of the Air,Radiant Dawn,Flying,Red Beast,41,38,31,34,18,162,Red,Beast,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1265,Tibarn: Shipless Pirate,Radiant Dawn,Flying,Colorless Beast,42,41,30,36,18,167,Colorless,Beast,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1266,Tiki: Awakened Blood,Shadow Dragon / (New) Mystery,Infantry,Red Breath,38,42,44,32,36,192,Red,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1267,Tiki: Beachside Scion,Shadow Dragon / (New) Mystery,Flying,Red Breath,40,33,37,32,26,168,Red,Breath,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1268,Tiki: Bridal Reflections,Shadow Dragon / (New) Mystery,Armored,Colorless Breath,42,42,26,40,45,195,Colorless,Breath,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1269,Tiki: Dragon Scion,Shadow Dragon / (New) Mystery,Infantry,Red Breath,41,31,30,32,29,163,Red,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1270,Tiki: Dragon's Progeny,Shadow Dragon / (New) Mystery,Infantry,Green Breath,36,31,48,48,40,203,Green,Breath,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1271,Tiki: Everlasting Voice,Awakening,Armored,Colorless Breath,52,48,16,47,49,212,Colorless,Breath,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1272,Tiki: Fated Divinity,Awakening,Infantry,Green Breath,40,43,27,37,41,188,Green,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1273,Tiki: Harmonic Hope,Shadow Dragon / (New) Mystery,Flying,Blue Breath,39,39,42,32,25,177,Blue,Breath,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1274,Tiki: Legendary Dragon,Shadow Dragon / (New) Mystery,Armored,Blue Breath,45,34,35,37,29,180,Blue,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1275,Tiki: Naga's Voice,Awakening,Infantry,Red Breath,40,35,23,35,24,157,Red,Breath,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1276,Tiki: Summering Scion,Awakening,Infantry,Green Axe,35,36,30,32,24,157,Green,Axe,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1277,Tiki: Torpid Dragon,Shadow Dragon / (New) Mystery,Armored,Colorless Breath,45,36,34,37,28,180,Colorless,Breath,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1278,Timerra: Desert Warrior,Engage,Infantry,Blue Lance,40,34,47,47,31,199,Blue,Lance,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1279,Timerra: Trick or Meat,Engage,Infantry,Blue Lance,37,41,46,46,23,193,Blue,Lance,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1280,Tina: Playful Scamp,Thracia 776,Infantry,Colorless Staff,44,43,46,19,31,183,Colorless,Staff,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,Tine: Determined Bride,Genealogy of the Holy War,Cavalry,Red Tome,38,46,47,21,27,179,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1282,Tine: Rumbling Thunder,Genealogy of the Holy War,Infantry,Colorless Tome,38,42,42,23,26,171,Colorless,Tome,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1283,Titania: Mighty Mercenary,Path of Radiance,Cavalry,Green Axe,37,28,34,25,30,154,Green,Axe,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1284,Titania: Warm Knight,Path of Radiance,Cavalry,Red Tome,35,30,33,17,30,145,Red,Tome,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1285,Tobin: The Clueless One,Echoes,Infantry,Red Sword,46,31,27,33,26,163,Red,Sword,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1286,Tormod: Indomitable Will,Radiant Dawn,Infantry,Red Tome,40,43,45,25,30,183,Red,Tome,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1287,Travant: King of Thracia,Genealogy of the Holy War,Flying,Blue Lance,46,36,26,40,18,166,Blue,Lance,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
